Dies ist synthetischer Datensatz für Unterrichtszwecke. Er ist Teil einer Open Educational Resource (OER) und enthält aus rechtlichen Gründen keine personenbezogenen Daten. Weitere Informationen und den Zugang zur OER finden sie auf folgender Website: https://quadriga-dk.github.io/Bewegtes-Bild-Fallstudie-2/
Titel	verantw._Pers._1	verantw._Pers._2	verantw._Pers._3	verantw._Pers._4	verantw._Pers._5	verantw._Gewerk_1	verantw._Gewerk_2	verantw._Gewerk_3	verantw._Gewerk_4	Projektart_1	Projektart_2	Ort_1	Ort_2	Verlag_1	Verlag_2	Jahr_1	Jahr_2	Jahr_Schätzung	Originalmedium	Länge_in_Meter	Schätzung_Länge	Dauer	Schätzung_Dauer	Bildrate_in_B/sec	Seitenverhältnis	Farbe	Tonmedium	Tonkanäle	Gattung	Schlagwort_1	Schlagwort_2	Schlagwort_3	Schlagwort_4	Schlagwort_5	Schlagwort_6	Stichwort_1	Stichwort_2	Stichwort_3	Stichwort_4	Stichwort_5	Stichwort_6	Stichwort_7	Stichwort_8	Stichwort_9	Stichwort_10	Rechte_1	Rechte_2	Rechte_3	AT	Paralleltitel	Einzeltitel	Prädikat	Regie_1	Regie_2	Regie_3	Regie_4	Regie_5	Regie_6	Regie_7	Regie_8	Regie_9	Regie_10	Co-Regie_1	Fernsehregie_1	Regie_DEFA_1	Regieassistenz_1	Regieassistenz_2	Animation_1	Animation_2	Animation_3	Animation_4	Animation_5	Animation_6	Animation_7	Animation_8	Animation_9	Animation_10	Animation_11	Chefanimation_1	Chefanimation_2	Kamera_1	Kamera_2	Kamera_3	Kamera_4	Kamera_5	Kamera_6	Kamera_7	Chefkamera_1	Steadicam_1	Kameraassistenz_1	Kameraassistenz_2	Kameraassistenz_3	Kameraassistenz_4	Kameraassistenz_5	Fotografie_1	Fotografie_2	Produktion_1	Produktion_2	Produktion_3	Produktion_4	Koproduzent_1	Drehbuch_1	Drehbuch_2	Drehbuch_3	Drehbuch_4	Autor_1	Buch_1	Buch_2	Text_1	Storyboard_1	Storyboard_2	Dramaturgie_1	Dramaturgie_2	Dramaturgie_3	Schnitt_1	Schnitt_2	Schnitt_3	Schnitt_4	Schnittassistenz_1	Montage_1	Montage_2	Ton_1	Ton_2	Ton_3	Ton_4	Ton_5	Ton_6	Tonregie_1	Tonaufnahme_1	Sprachaufnahme_1	Tonassistenz_1	Tonassistenz_2	Vertonung_1	Vertonung_2	Vertonung_3	Vertonung_4	Vertonung_5	Vertonung_6	O-Ton_1	Mischung_1	Mischung_2	Mischung_3	Mischton_1	Mischtonmeister_1	Sounddesign_1	Geräusche_1	Akustische_Projektbetreuung_Ton_1	Akustische_Projektbetreuung_Ton_2	Musik_1	Musik_2	Musik_3	Musik_4	Musik_5	Musikredaktion_1	Komponist_1	Komposition_1	Arrangement_1	Dirigent_1	Interpret_1	Gesang_1	Cello_1	Piano_1	Tanz_1	Szenografie_1	Szenografie_2	Szenografie_3	Bühnenbild_1	Modellbau_1	Modellbau_2	Modellbau_3	Bauten_1	Bauten_2	Hintergründe_1	Hintergrundentwurf_1	Keramik_1	Keramik_2	Requisite_1	Kostüm_1	Kostüm_2	Maske_1	Beleuchtung_1	Beleuchtung_2	Beleuchtungsassistenz_1	Beleuchtungsassistenz_2	Beleuchtungstechnik_1	Bildtechnik_1	Videotechnik_1	Videotechnik_2	Videotechnik_3	Videotechnik_4	Herstellungsleitung_1	Herstellungsleitung_2	Produktionsleitung_1	Aufnahmeleitung_1	Aufnahmeleitung_2	Aufnahmeleitung_3	Aufnahmeleitung_4	Realisation_1	Realisation_2	Realisation_3	Realisation_4	Realisation_5	Realisation_6	Realisation_7	Realisation_8	Realisation_9	Realisation_10	Realisation_11	Realisation_12	Realisation_13	Realisation_14	Realisation_15	Realisation_16	Realisation_17	Realisation_18	DarstellerIn_1	DarstellerIn_2	DarstellerIn_3	DarstellerIn_4	DarstellerIn_5	DarstellerIn_6	DarstellerIn_7	DarstellerIn_8	DarstellerIn_9	DarstellerIn_10	DarstellerIn_11	DarstellerIn_12	DarstellerIn_13	DarstellerIn_14	DarstellerIn_15	DarstellerIn_16	DarstellerIn_17	DarstellerIn_18	DarstellerIn_19	Thematisierte_Person_1	Thematisierte_Person_2	Thematisierte_Person_3	Thematisierte_Person_4	Thematisierte_Person_5	Thematisierte_Person_6	Thematisierte_Person_7	Thematisierte_Person_8	Interviewte_Person_1	Interviewte_Person_2	Interviewte_Person_3	Interviewte_Person_4	Interviewte_Person_5	Interviewte_Person_6	Interviewte_Person_7	Interviewte_Person_8	Interviewte_Person_9	Interviewte_Person_10	Interviewte_Person_11	Interviewte_Person_12	Interviewte_Person_13	Interviewte_Person_14	Interviewte_Person_15	Interviewte_Person_16	Interviewte_Person_17	im_Bild_1	im_Bild_2	im_Bild_3	im_Bild_4	im_Bild_5	im_Bild_6	im_Bild_7	im_Bild_8	im_Bild_9	im_Bild_10	Gast_1	Gast_2	Gast_3	Gast_4	Gast_5	Gast_6	Gast_7	Gast_8	Gast_9	Gast_10	Gesprächsteilnehmer_1	Gesprächsteilnehmer_2	Gesprächsteilnehmer_3	Gesprächsteilnehmer_4	Gesprächsteilnehmer_5	Gesprächsteilnehmer_6	Gesprächsteilnehmer_7	Gesprächsteilnehmer_8	Gesprächsteilnehmer_9	Gesprächsteilnehmer_10	Studiogast_1	Studiogast_2	Studiogast_3	Moderation_1	Moderation_2	Reporter_1	Reporter_2	Sprecher_1	Sprecher_2	Sprecher_3	Sprecher_4	Sprecher_5	Sprecher_6	Sprecher_7	Stimme_1	Redner_1	Vorlage_1	Idee_1	Idee_2	Szenarium_1	Szenarium_2	Initiator_1	Inszenierung_1	Bühneninszenierung_1	Spezialeffekte_1	Spezialeffekte_2	Trick_1	Bühne_1	Kamerabühne_1	Künstl._Leitung_1	Endfertigung_1	Gestaltung_1	Gestaltung_2	Gestaltung_3	Gestaltung_4	Gestaltung_5	Gestaltung_6	Gestaltung_7	Gestaltung_8	Layout_1	Illustration_1	grafische_Gestaltung_1	Titel_1	Kommentar_1	Kommentar_2	Filmhistoriker_1	HFF_1	extern._Fernstudent_Dokumentarfilm_1	Redaktion_1	Redaktion_2	Redaktion_Arte_1	Redaktion_ORB_1	Bildregie_1	Fern._d._DDR_1	Fern._d._DDR_2	Techn._Studioleiter_ZDF_1	Techn._Leitung_ZDF_1	Bildmischung_ZDF_1	MAZ_ZDF_1	Mitarbeit_1	Mitarbeit_2	Mitarbeit_3	Mitarbeit_4	Mitarbeit_5	Mitarbeit_6	Mitarbeit_7	Mitarbeit_8	Mitarbeit_9	Unterstützung_1	Unterstützung_2	Assistenz_1	Projektbetreuung_1	Fachliche_Beratung_Regie_1	Fachliche_Beratung_Regie_2	Fachliche_Beratung_Regie_3	Fachliche_Beratung_Regie_4	Beratung_Regie_1	Beratung_Regie_2	Fachliche_Betreuung_Regie_1	Mentor_Regie_1	Mentor_Regie_2	Beratung_Mentor_Regie_1	Fachliche_Beratung_Animation_1	Fachliche_Beratung_Animation_2	Fachliche_Beratung_Kamera_1	Fachliche_Beratung_Kamera_2	Beratung_Kamera_1	Fachliche_Betreuung_Kamera_1	Mentor_Kamera_1	Mentor_Kamera_2	Beratung_Produktion_1	Fachliche_Beratung_Produktion_1	Fachliche_Beratung_Produktion_2	Fachliche_Beratung_Produktion_3	Fachliche_Betreuung_Produktion_1	Mentor_Produktion_1	Fachliche_Beratung_Drehbuch_1	Fachliche_Beratung_Drehbuch_2	Fachliche_Beratung_Buch_1	Beratung_Buch_1	Betreuung_Buch_1	Fachliche_Beratung_Text_1	Fachliche_Beratung_Dramaturgie_1	Fachliche_Beratung_Dramaturgie_2	Fachliche_Betreuung_Dramaturgie_1	Beratung_Dramaturgie_1	Dramaturgische_Beratung_1	Fachliche_Beratung_Schnitt_1	Fachliche_Beratung_Schnitt_2	Fachliche_Beratung_Montage_1	Fachliche_Beratung_Montage_2	Fachliche_Betreuung_Schnitt_1	Betreuung_Schnitt_1	Fachliche_Beratung_Ton_1	Fachliche_Beratung_Ton_2	Fachliche_Beratung_Mischton_1	Beratung_Musik_1	Fachliche_Beratung_Szenografie_1	Fachliche_Beratung_Szenografie_2	Fachliche_Beratung_Beleuchtung_1	Künstl._Beratung_1	Beratung_Kommentar_1	Redaktionelle_Beratung_1	Beratung_Fern._d._DDR_1	Beratung_DEFA_1	Mentor_Regie_DEFA_1	Fachliche_Beratung_Interflug_1	Fachliche_Beratung_Interflug_2	Fachliche_Beratung_Interflug_3	Beratung_Rat_der_Stadt_Potsdam_1	Beratung_Rat_der_Stadt_Potsdam_2	Fachliche_Beratung_1	Fachliche_Beratung_2	Fachliche_Beratung_3	Fachliche_Beratung_4	Fachliche_Beratung_5	Fachliche_Beratung_6	Fachliche_Beratung_7	Fachliche_Beratung_8	Fachliche_Beratung_9	Fachliche_Beratung_10	Fachliche_Beratung_11	Beratung_1	Beratung_2	Betreuung_1
Drift	Xenia Ihlenfeld					Regie						Potsdam				1998		false	16mm	22	false	00:30min	false	25	1:1,66		Comopt	Dolby SR																									Xenia Ihlenfeld																												Hartmut Illner																Dennis Yilmaz																																																																																																																							Melanie Schuster	Ludmila Quast																																																																																Angelika Mieth	Ilse Wehner																																																																																																																																								
Funkstille im Weltraum	Anastasia Volkova					Kameraübung				TV-Übung		Potsdam				1989		false	VHS		false	0:42min	false	25		color																				HFF			Als der Winter kam																																Bernd Yilmaz									Mirko Neumann																									Birgit Müller																																																																																																					Frank-Heiner Hübel	Nikolaus Eberspächer	Wolfgang Jost	Hoang Thi Huong	Berthold Schmidt	Frank Abt	Hildegard Ihlenfeld																																																																																																																																																																																																																				
Als ich mich selbst vergaß	Wiltrud Fuhrmanns					Regie						Potsdam				1988		false	35mm	79	false	20:50min	false			color	Magnetton		Dokumentarfilm	Dokumentarfilm																							Wiltrud Fuhrmanns																												Arndt Böttger																Peter Holsten																									Helmut Hüfner	Volker Jost																																																																																																																																																																																																																																																																																																																							
Reise der ungeschriebenen Briefe, Die	Jenny-Margot Hahn					Regie				Hauptprüfungsfilm		Potsdam				1985		false	35mm	60	false	2:13min	false	25		s/w	Commag																										Jenny-Margot Hahn	Frank Bahr																																											Zita Jürgens	Nguyen Hong Hanh																																																																																																																																																																																																																																																																																											Rosemarie Cichon																																																					
Ofen war längst kalt, Der	Petra-Renate Rupprecht					Regie						Potsdam		Lichtbild-Arbeitsgemeinschaft Griebnitzsee	Produktionskollektiv Brandenburg/Havel	1988	1989	false	35mm	94	false		false	25	1:1,85	color	Stumm																																																						Anna Sokolova																																																																																																																																							Andreas Schmidt	Franz Grabow	Marlene Hoffmann																																																																																																																																																																																																																								
Blickpunkt Leipzig – 1988						Kamera						Potsdam		Filmgruppe Berlin-Mitte	Kollektiv Bild und Ton Potsdam	1996		false	35mm	174	false	34:00min	false	25		s/w	Comopt		Animationsfilm	Animationsfilm	Satire															HFF							Frank Giesa																																																																																																															Ernstfried Grunert																																																				Erwin-Günther Gärtner	Lars Möbus	Li Ming	Xenia-Yasmin Abt	Luisa Richter	Ralf Risse	Zdenek-Matthias Weiland	Leila Abbas																																																																																																																																																																																																																			
Vielleicht ein Zeichen	Paul Finke					Regie						Potsdam				1997		false	35mm	120	false	114:35min	false	25	1:1,66	color																											Paul Finke																												Anton Berger																																		Ilse Lütke																																		Uwe Scholl																																																																			Nikola Petrović	Ottilie Voigtländer	Paul-Wilhelm Stange	Petra Quandt	Luise Mertens	Chen Hua	Ludwig Hoffmann	Ute-Valerie Vollmer																																																																																																																																																																																																																			
Bank vorm Kulturhaus war besetzt, Die						Regie						Potsdam		Audiovisuelle Werkstatt Frankfurt/Oder	Audiovisuelle Werkstatt Frankfurt/Oder	1988		false	16mm		false		false	25			Stumm		Dokumentarfilm	Dokumentarfilm																HFF																																			Detlev Dombrowski																Dariusz Kowalczyk					Reiner Schultze																																															Sven Pfeifer																																																																			Kuno Lütke	Elisabeth Wagner	Berthold Schmidt																																																																																																																																																																																																																								
Labyrinth der Lügen, Das	Jörn-Karsten Lichtenberg					Regie				Diplomfilm		Potsdam		Atelier für Dokumentarfilm Babelsberg		1988		false			false		false	25		color	Sepmag																										Jörn-Karsten Lichtenberg																																																														Johanna Hentze																																																																																																																																																																																																																																																																																																																															
Es war alles zu hell	Peter Nowack	Thomas Hoffmann				Regie						Potsdam				1990		false	VHS		false	3:00min	false																							HFF																																			Hoang Thi Hien																					Christian Eberspächer																				Chen Min																																																																																																																																																																													Alexei Vorobev																																																																															Heiko Keller																																																												
Lichter des Nordens	Alexandra Bieber					Regie				Filmübung		Potsdam				1995		false	Betacam SP		false	04:10min	false	24			Comopt																			HFF							Alexandra Bieber																																																																					Yasmin Holsten																																																																																														Noura El-Habib	Burkhard Quast	Alwin Dittberner																																																																																																																																																																																																																								
Stufe drei wurde übersprungen	Uta Vollrath					Idee						Potsdam				1994		false	35mm	60	false		false	25	1:1,66			Stereo																		HFF																																			Tobias Kühnel	Li Min	Frank Pätzold														Nadine Oertel																																																				Torsten Quirin																																																																																																																																																																																																																																	Heiko Keller																																	Frank-Walter Lübbert	Siegfried Weber																										
Ich ging rückwärts durch die Tür	Olga Jürgens					Regie				Diplomfilm		Potsdam		Lichtbild-Arbeitsgemeinschaft Griebnitzsee	Kollektiv Bild und Ton Potsdam	1987		false	U-matic		false	7:07min	false	25			Sepmag																										Olga Jürgens	Tariq Salem	Wolfhard Zabel	Margot Händel	Yasmin Ziegler	Olga Jürgens	Wolfhard Zabel	Olga-Brigitte Kühnel	Christian Eberspächer	Reiner Schultze																																			Xenia Möbus					Hartmut-Ingo Gehrke										Gerhard Eberspächer																																																																																																								Quirine Dombrowski																																																																																																																																																																																			Gerhard Eberspächer																																							
Leise zwischen den Seiten	Zenta Abt					Regie								Filmgruppe Berlin-Mitte	Atelier für Dokumentarfilm Babelsberg	1988		false	16mm	188	false	3:39min	false			color	Stumm																										Wolfhard Zabel																																																																																																																																																																			Ilona Wohlgemuth	Yasmin Meyer																																																																																																																																																																																																																									
Marsch durch den Regen, Der	Fatima Ali					Kameraübung				Kameraübung						1987		false	16mm		false		false	24		s/w+color										Arbeiter																																													Janosch Büchner	Eva Nagy															Thorsten Schneider																		Johanna Hentze																																																																																																																																																																																																																																																																																																																															
Träne des Ozeans, Die	Olga Mielke					Regie						Potsdam		Audiovisuelle Werkstatt Frankfurt/Oder	Atelier für Dokumentarfilm Babelsberg	1997		false	16mm	143	false	28:55min	false			s/w	Comopt	Dolby SR								Strafvollzug	Rentner	ohne Sprache	ohne Dialog	no dialogue						HFF	Katrin Albrecht						Olga Mielke	Vivien Vogel																											Xenia Grünewald																Rosemarie Raddatz																																																																																																																																																																																																																																																																																																																																																	
Unter den Linden – Berlin 1984	Hoang Minh Tuan											Potsdam		Filmgruppe Berlin-Mitte	Kollektiv Bild und Ton Potsdam	1993		false	16mm	235	false	30:00min	false			s/w	Commag		Dokumentation	Dokumentation	Familie															HFF	Katrin Albrecht																			Amir Al-Mansoor																																																	Marianne Bär							Detlef Hoffmann																																																																																														Zeno Himmelreich																																																																																																																																																																																																																										
Geruch	Traute Hoffmann					Regie						Potsdam				1991		false	VHS		false	3:05min	false			color	Commag																										Traute Hoffmann																												Harald-Jürgen Händel	Olga Weber																				Quirinus Rösler													Detlev Dombrowski							Chen Min	Almut Zander	Thekla Ostermeier	Kathrin Schneider																																																																																											Uwe-Peter Thiel																																																																																																																																																																																																																										
Im Licht der Volkshauslampe	Jürgen Althoff					Regie						Potsdam				1989		false	VHS		false	21:00min	false	25			Stumm																																																						Le Van Anh																																		Volkmar-Xaver Yilmaz																																																																																																																																																																																															Margot-Ursula Irrgang																																																																																																																																
Zeitsprünge in Jena	Vanessa Vogt											Potsdam				1999		false	35mm	275	false	27:25min	false	25		color	Comopt																						Ich trug das Blechteil zur Rampe			Prädikat besonders wertvoll																																																															Steffi Schulze																																																	Peer Unverzagt																																																																																																																																																																																																																																																																														
Zwischen Kindheit und Kontrolle						Regie	Regie	Animation		Kameraübung		Potsdam		Audiovisuelle Werkstatt Frankfurt/Oder	Audiovisuelle Werkstatt Frankfurt/Oder	1989		false	U-matic Low-Band		false	3:38min	false	24																													Karl Heinz Wagner																																																																					Yasmin Hoffmann																																										Cornelia Degenhardt																																																																																																																																																																																																																																																		Sven Pfeifer																												
Ofen lief zu heiß, Der	Ilka-Luise Mielke					Regie	Kamera			Hauptprüfungsfilm		Potsdam		Atelier für Dokumentarfilm Babelsberg		1985		false	35mm	110	true		false	25		color	Sepmag		Dokumentarfilm	Dokumentarfilm	Porträtfilm																						Ilka-Luise Mielke																																												Karla-Luise Mielke	Wolfram Voigt														Valeria Ohlsen			Klaus Graumann																																																																																																																																																																																																																																																																			Chen Yong																																																												
Ich trug das Protokoll in der Tasche						Regie						Potsdam		Atelier für Dokumentarfilm Babelsberg		1988		false	VHS		false	12:13min	false			color	Stumm		Spielfilm	Spielfilm																																																												Veit Weidner																																Volker Jost																																																																																																																																																																																																																																																																														Detlef Eberspächer	Yannik Böttcher																																									
Mein Name stand im Kalender	Tariq Abbas					Regie						Potsdam				1997		false	35mm	60	false	9:01min	false	25		color	Sepmag		Dokumentarfilm	Dokumentarfilm																HFF	Heidewitzka Produktion	Carla Nowotny			Ein leiser Ruf aus der Ferne		Tariq Abbas																																												Wibke Ahrens					Bernd-Christian Döring	Xaver Falkenberg												Claudia-Elisabeth Finke							Ralf Oehme																																																																																																																																																																																																																																																																																																											Gertraud Schmidt	Heiko Keller	Xaver-Zeno Abeln	Heidrun Jacob										
Funken Hoffnung im Sturm der Zeit, Ein	Marianne Bähr					Kamera						Potsdam				1992		false	S-VHS		false	07:00min	true	25			Commag																			HFF																																			Tobias Kühnel																																									Annika Krause																																																																																																																																																																																								Nikola Todorov																																																																																																																																
Als alles sich löste	Tanja Vogt					Regie						Potsdam				1989		false	U-matic		false	6:20min	false			color	Stumm			Arbeit																																																																			Elena Lebedeva															Steffen Cichon																																																																																																																																																																																																																																																																																																																																		
Wenn die Stille zu laut wird	Tran Thi Minh					Regie				F2		Potsdam		Audiovisuelle Werkstatt Frankfurt/Oder	Kollektiv Bild und Ton Potsdam	1999		false	16mm	611	false		false				Comopt	Dolby SR	Spielfilm	Spielfilm						nonverbal										HFF			Worte klangen anders nach dem Umbruch, Die				Tran Thi Minh																												Frank Schneider																																		Renate Kühnel																									Kay Jeschke																																																																																																																																																																																																																																																																																																						
Straße war länger als sonst, Die						Regie	Regie					Potsdam				1986		false	16mm	238	false	13:52min	false	25		s/w	Zweistreifig		Dokumentarfilm	Dokumentarfilm																HFF			Auf der Suche nach dem Morgen – Erfurt																																Wolfgang-Zeno Beier	Marika Oertel																																	Katrin Pfeil							Friedhelm Hüfner																																																																																																																																																																																																																																																																										Udo-Friedrich Rupprecht																																														
Blick	Dietmar Rupprecht					Regie						Potsdam				1993		false	S-VHS		false	11:43min	false		1:1,66				Spielfilm	Spielfilm																Plattenbau Film							Dietmar Rupprecht																												Justus Lüdke																																		Anna Kowalski																																																	Quintus Ysenburg																														Falk-Rainer Pohl																																																																																																							Jürgen-Klaus Jost	Ines Walter																																																																																																																																								
Und keiner sprach es aus	Marta Novak					Regie						Potsdam				1997		false	DV Sony/ Betacam SP		false	29:38min	false			color	Comopt		Dokumentarfilm	Dokumentarfilm																							Marta Novak																												Quirin Börner																					Erhard Moser													Heinz Degenhardt																		Zoe Pätzold	Wiltrud Xylander	Sabine Grosse	Volker Rupprecht	Katharina Nolde	Udo Groll																																																																																																																																																																																																																																																																																																								
Und die Milch kam nie an	Zhang Mei					Regie				F1		Potsdam				1997		false	35mm	230	false	154:16min	false	25	1:1,33		Comopt	Dolby SR	Animationsfilm	Animationsfilm																HFF	Sandner						Zhang Mei																												Ralf Becker																Wolfhard Yildirim																									Veronika Wagenknecht	Norbert Benthin																										Bernhard Dittberner																																																																			Yusuf El-Sayed	Ilse Lütke	Steffen Ackermann	Katrin Nürnberger	Petra Meyer	Volker Eggert																																																																																																																																																																																																																					
Wenn die Dunkelheit zum sanften Licht wird	Janosch Büchner					Regie	Kamera					Potsdam		Produktionskollektiv Brandenburg/Havel	Atelier für Dokumentarfilm Babelsberg	1988	1989	false	16mm	590	false		false				Sepmag		Dokumentarfilm	Dokumentarfilm	Arbeit															HFF																																			Günther Fuchs																																																																																																																																																																																																																																	Siegfried Jacob																																																																																																																																
„Aller guten Dinge sind drei“ – Erfurt	Olga Abeln									F1		Potsdam				1996		false			false	22:20min	false	25			Comopt		Spielfilm	Spielfilm	Trailer															HFF	Katrin Albrecht																			Jakobine Vogel															Lars Nürnberg																Xaver Falkenberg																		Olga Sokolova							Heidrun Junker	Heidrun Junker																																																																																																																																																																														Wilfried Vogel																																																																																																																																									
Wenn der Hofstaat Bauern rief	Olaf-Pascal Quandel									Kameraübung		Potsdam		Filmgruppe Berlin-Mitte	Lichtbild-Arbeitsgemeinschaft Griebnitzsee	1987		false			false	21:00min	false			color	Sepmag		Spielfilm	Spielfilm																HFF							Verena Wenzel																												Christian Haas	Godelinde Jäkel															Bodo Fritsche																		Volkmar-Xaver Yilmaz							Steffi Seidel	Friedhelm Hüfner	Zdenka Degenhardt																																																																																												Monika-Birgit Schneider	Rolf Schütze	Paschalis Papapetrou																																																																																																																																																																																																																								
Pfad durch die Zeitungsberge, Ein	Anastasia Belova					Regie				Regieübung		Potsdam				1985		false	35mm	36	false	7:47min	false	25		s/w+color	Comopt									Festival	Tagebau	Berlin	Schnitt														Anastasia Belova																												Elvira Grabow																																									Friedhelm Hüfner																																																																																																																																																																																																																																																																																																																								
Schattenklang	Christiane Ehlert	Bao Nguyen Van				Regie						Potsdam				1999		false	Betacam SP		false	3:59min	false			s/w			Dokumentarfilm	Dokumentarfilm																							Christiane Ehlert	Bao Nguyen Van																											Armin Xylander																Ulla Graumann	Heidrun Jacob																								Doris Cordes																																																																																																																																																																																																																																																																																																																								
Augenblick, der blieb, Der	Katrin Karge					Regie				Hauptprüfungsfilm		Potsdam				1987		false			false	28:00min	false			color			Spielfilm	Spielfilm	Fahrzeug	Porträtfilm																	Blick zur Uhr – 17:58, Der				Katrin Karge																												Olga Weber																					Dariusz Sokolowski										Elena Volkova			Chen Jun							Patrick Kaiser																											Petra Dittmar															Helga Hohmann																																																																							Yvonne-Kirstin Vogt																																																																																																																																																																																																							
Im Auge des Sturms	Nadja-Elke Quandt											Potsdam				1992		false	S-VHS		false	3:30min	false						Spielfilm	Spielfilm						Krebsforschung																														Peer Winkelmann																								Hedwig Kästner	Siegmund Czerny											Amir Al-Karim																				Marco Huber																											Florian Mayer	Harald-Jürgen Händel														Cornelia Müller																																																				Uwe-Peter Thiel	Verena Quirin	Bastian Böhmer	Olga Weber																																																																																																																																																																																																																							
Mein Blick fiel auf den Ordner	Christian Eberspächer					Regie	Kamera			Diplomfilm		Potsdam				1991		false	Digital Betacam		false	4:46min	false				Commag									Regionales	Theaterstück																Christian Eberspächer																												Arno Benthin																					Elke-Friederike Degen																				Margot Händel	Ludger Xylander	Friedhelm Hüfner																															Udo Völker																																																																																																																																																																																																																																																																																							
Und alle wussten warum	Karl-Heinz Möbus									Diplomfilm		Potsdam				1988		false	16mm	590	false	21:45min	false			color	Sepmag			Sportfilm	Landschaft															HFF			Aufnahme verweigert																																																Petra-Rosalie Rothe																									Volker-Wilhelm Ullrich																																																																																																																																																																																																																																																																																																																								
Als das Radio noch Westradio hieß	Joachim-Uwe Neuhaus					Regie						Potsdam				1989		false	16mm	26	false		false			color	Commag																										Joachim-Uwe Neuhaus																																																																																																																																																																																																																																																																																																								Li Jing	Klaus Becker																										Heiko Keller																																																										
Zählung wurde wiederholt, Die	Detlef Donath					Regie						Potsdam				1992		false	16mm	142	false	4:34min	false			s/w	Sepmag			Krankheit	Bühneninszenierung					Studiogespräch	alternative Lebensweise	Friedrich II.	ohne Sprache	ohne Worte	ohne Sprache					HFF							Nadja-Elke Quandt																																					Peter-Rainer Opitz	Norbert Schneider						Elvira Höhn																									Anastasia Morozova																																																																																																																																																																																								Tommy Engel																																																																																																																																
Feuer im Eis	Heike Bergmann					Regie						Potsdam		Filmgruppe Berlin-Mitte	Lichtbild-Arbeitsgemeinschaft Griebnitzsee	1996		false	35mm	525	false	2:26min	false			color	Commag	Mono		Kriminalfilm	Tiere															HFF							Heike Bergmann																												Xaver Dittmar																																		Zoe Behr																																		Hoang Quang	Ingrid Uhlmann																																																																																																																																																																																																																																																																																												
Ich wählte keine Zahl	Jochen Uhlmann					Regie						Potsdam		Lichtbild-Arbeitsgemeinschaft Griebnitzsee	Lichtbild-Arbeitsgemeinschaft Griebnitzsee	1989		false	16mm	558	false		false	25		color	Stumm		Animationsfilm	Animationsfilm																Heidewitzka Produktion	Heidewitzka Produktion						Jochen Uhlmann																												Bernd Yilmaz	Ulvi Völker	Bernd Böttger	Yusuf Omar																															Johanna Hentze							Jürgen Hufnagel	Wiebke Bongartz																																																																																																																																																																																																																																																																																																																							
Lärm hatte Form, Der	Patrick-Stefan Krauß					Regie						Potsdam				1992		false	35mm	70	false	4:00min	false				Comopt		Spielfilm	Spielfilm	Porträtfilm	Kulturgeschichte														Hagedorn							Patrick-Stefan Krauß																												Kirsten Hüfner																																		Jan Bauer																																		Sven Pfeifer																																																																																																																																																																																																																																																																																													
Heft mit 30 leeren Seiten						Regie	Gestaltung			Übung		Potsdam				1989		false	35mm	31	false	29:45min	false			color	Commag																						Ruf der Ferne – Frankfurt? Nein, hier: Erfurt 2003, Der																																Zdenka Dörfler																Uta Zettler	Jürgen Hufnagel	Olga Weber																Alexei Popov																																																																																																																																																																																																																																																																																																																															
Wandfarbe hieß Sand, Die	Ortrun Voss					Regie						Potsdam		Atelier für Dokumentarfilm Babelsberg		1995		false	16mm		false	2:40min	false	25		color	Sepmag																						Schrei in der Werkhalle, Der				Ortrun Voss																												Doreen Winter																																		Zhang Meihua							Winfried-Xaver Wagner																																																																																																																																																																																																																																																																																																																								
Samstag mit Parteiauftrag	Marie Schulz					Regie						Potsdam				1997		false	16mm	205	false	45:00min	false	25		color	Sepmag		Spielfilm	Spielfilm						Ehepaar	ohne Worte									HFF	HFF		Zwischen Traktor und Trauer				Marie Schulz																												Waltraud Schulz																Siegfried Hentze																									Raimund Benthin																																										Claus-Günther Czerwinski																																																																																																																																																																																																																																																																	Leila Abbas	Friedhelm Hüfner	Xaver-Zeno Abeln	Hannah Wagner										
Feinheit						Regie						Potsdam		Kollektiv Bild und Ton Potsdam		1996		false	16mm	14	false	18:10min	false	25					Dokumentarfilm	Dokumentarfilm																HFF			Niemand hörte mehr Radio DDR I				Jakobine Vogel																												Ingo Jahnke																Markus Weiland																		Thomas Vogt							Marzell Nusser																																																																																																																																																																																																																																																																																																																								
Anweisung vom Vorarbeiter	Xaver Ebeling	Hedwig Yilmaz				Regie						Potsdam				1996		false	35mm	147	false		false	25		color		Stereo	Spielfilm	Spielfilm																HFF							Xaver Ebeling																												Yvonne Nitschke																																									Bernhard Dittberner																																																																																																																																																																																																																																																																																																											Petra Bechstein	Hanno Jost	Friedhelm Hüfner											
Ich stand falsch										Lichtübung		Potsdam		Filmgruppe Berlin-Mitte	Audiovisuelle Werkstatt Frankfurt/Oder	1988		false	16mm	100	false	4:29min	false						Dokumentarfilm	Dokumentarfilm	Arbeit					Lausitz										Traube																																			Anna Sokolova	Godelinde Jäkel															Xenia Zink	Harald Schmidt																																																																																Elke Freitag																																																																																																																																																																																																																																																																
Stille, Die	Denise-Regina Steffen					Kamera						Potsdam		Filmgruppe Berlin-Mitte		1985		false	U-matic		false	22:04min	false			color	Sepmag		Dokumentarfilm	Dokumentarfilm																HFF	Traube		Zwischen den Jahren – 1988																																Denise-Regina Steffen	Lothar Mai																																								Christa Zander																																																																																																																																																																																																																																																																																																																								
